"rank","player_name.x","nation","position.x","current_club.x","age","dob","matches_played","starts","minutes","X90s","goals_12","assists_13","goals_assists_14","goals_PK_15","penalty_goals","penalty_attempts","yellow_cards","red_cards","goals_20","assists_21","GA_22","goals_PK_23","goals_assists_minus_PK","matches","season2","goals_against","goals_against_per_90","shots_on_target_against","saves","save_percentage_31","wins","draws","losses","clean_sheets","CS.","penalties_against","penalty_saves","penalty_misses","save_percentage_40","transfermarkt_id.x","transfermarkt_url","fbref_url","player_name.x.x","transfermarkt_id.y","first_tier_debut_date","first_tier_debut_age","first_tier_debut_age.1","first_tier_debut_competition","second_tier_debut_date","second_tier_debut_age","second_tier_debut_age.1","second_tier_debut_competition","debut_age_transfermarket","explanation.x","player_name.y","status","transfermarkt_id.x.x","player_slug","home_name","dob_age.x","current","place_birth.x","height.x","citizenship.x","position.x.x","foot.x","agent","current_club","joined","contract_expires","outfitter","injury_count_total","days_missed_total","games_missed_total","retired","retirement_date","shirt_number","injury_seasons","explanation.y","transfermarkt_id.y.y","player_name.x.x.x","name_home_country","dob_age.y","place_birth.y","height.y","citizenship.y","position.y","foot.y","debut_season","debut_age","first_club","debut_year","explanation","nantional_team","player_name.y.y","matches_national","minutes_national","goals_national","seasons_national","total_matches_club","total_minutes_club","total_goals_club","seasons_club","clubs_club","player_name","deceased","death_date","death_age","total_matches_total","total_minutes_total","total_goals_total","position_clean","position_simple","age_current","retirement_date_clean","retirement_age","career_length"
493,"Mario Suárez","es ESP","MF","Watford",28,1987-02-24,15,8,749,8.3,0,0,0,0,0,0,2,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37337,"https://www.transfermarkt.com/mario-surez/profil/spieler/37337","https://fbref.com/en/players/7106f0a0/Mario-Suarez","Mario Suárez",37337,"6/11/2005","18 years 08 months 13 days","18","LaLiga","17/09/2006","19","19","Segunda División",18,"first scrap players","Mario Suárez","Success",37337,"spieler","Mario Suárez","24/02/1987",38,"Alcobendas","1,89 m","Spain","Midfield - Defensive Midfield","right",NA,"Rayo Vallecano","1/10/2023","-",NA,4,146,38,"Yes","1/10/2023",NA,3,"first scrap players transfer",37337,"Mario Suárez",NA,"24-Feb-87",NA,188,"Spain","MF (DM)","Right","2005-2006","18 years","Atlético Madrid",2005,"first scrap players fbref","Yes","Mario Suárez",2,158,0,3,462,30246,33,19,9,"Mario Suárez","No","Not found",NA,464,30404,33,"Midfield - Defensive Midfield","Midfield",38,2023-10-01,36,18
494,"Ki Sung-yueng","kr KOR","MF","Swansea City",26,1989-01-24,28,21,1850,20.6,2,1,3,2,0,0,4,0,0.1,0.05,0.15,0.1,0.15,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81796,"https://www.transfermarkt.com/sung-yueng-ki/profil/spieler/81796","https://fbref.com/en/players/1d8c99b0/Ki-Sung-yueng","Ki Sung-yueng",81796,"4/3/2007","18 years 01 month 08 days","18","K League 1","No second tier career","No second tier career","No second tier career","No second tier career",18,"players corrected","Ki Sung-yueng","Success",81796,"spieler","Sung-yueng Ki","24/01/1989",36,"Gwangju","1,88 m","Korea, South","Midfield - Defensive Midfield","right",NA,"Pohang Steelers","3/7/2025","-","Nike",18,1059,133,"No",NA,40,10,"players corrected transfer

",81796,"Ki Sung-yueng",NA,"January 24, 1989 (Age: 36-305d)","Gwangju, Korea Republic",187,"Korea Republic","MF (CM-DM)","Right","2009-2010","20 years","Celtic",2009,"first scrap players fbref","Yes","Ki Sung-yueng",78,6409,8,8,427,30658,32,17,7,"Ki Sung-yueng","No","Not found",NA,505,37067,40,"Midfield - Defensive Midfield","Midfield",36,NA,NA,18
495,"Andrew Surman","eng ENG","MF","Bournemouth",28,1986-08-20,38,38,3420,38,0,3,3,0,0,0,4,0,0,0.08,0.08,0,0.08,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29975,"https://www.transfermarkt.com/andrew-surman/profil/spieler/29975","https://fbref.com/en/players/7d41b619/Andrew-Surman","Andrew Surman",29975,"18/08/2009","22 years 11 months 29 days","22","Premier League","25/01/2006","19","19","Championship",19,"first scrap players","Andrew Surman","Success",29975,"spieler","Andrew Surman","20/08/1986",39,"Johannesburg, Gauteng","1,78 m","England  South Africa","Midfield - Central Midfield","left",NA,"MK Dons","31/07/2021","-","Nike",9,397,53,"Yes","31/07/2021",NA,5,"first scrap players transfer",29975,"Andrew Surman",NA,"20-Aug-86",NA,178,"England eng  Other: South Africa","MF (CM-DM)","Left","2004-2005","17 years","Walsall",2004,"first scrap players fbref","No",NA,NA,NA,NA,NA,457,35356,37,17,6,"Andrew Surman","No","Not found",NA,457,35356,37,"Midfield - Central Midfield","Midfield",39,2021-07-31,34,15
496,"Dušan Tadić","rs SRB","FW,MF","Southampton",26,1988-11-20,34,27,2279,25.3,8,12,20,7,1,1,2,0,0.32,0.47,0.79,0.28,0.75,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36139,"https://www.transfermarkt.com/duan-tadi/profil/spieler/36139","https://fbref.com/en/players/2475dcc6/Dusan-Tadic","Dušan Tadić",36139,"5/8/2006","17 years 08 months 16 days","17","Linglong Tire Super liga Srbije","No second tier career","No second tier career","No second tier career","No second tier career",17,"first scrap players","Dušan Tadić","Success",36139,"spieler","Dušan Tadić","20/11/1988",37,"Bačka Topola","1,81 m","Serbia","Attack - Right Winger","left",NA,"Al-Wahda","8/8/2025","30/06/2026","Nike",8,167,24,"No",NA,10,6,"first scrap players transfer",36139,"Dušan Tadić",NA,"November 20, 1988 (Age: 37-005d)","Bačka Topola, Serbia",181,"Serbia","FW-MF (AM)","Left","2008-2009","19 years","Vojvodina",2008,"first scrap players fbref","Yes","Dušan Tadić",99,7456,20,12,657,52910,200,17,6,"Dušan Tadić","No","Not found",NA,756,60366,220,"Attack - Right Winger","Attack",37,NA,NA,20
497,"Matt Targett","eng ENG","DF,MF","Southampton",19,1995-09-18,14,13,1067,11.9,0,1,1,0,0,0,1,0,0,0.08,0.08,0,0.08,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250478,"https://www.transfermarkt.com/matt-targett/profil/spieler/250478","https://fbref.com/en/players/e514ab62/Matt-Targett","Matt Targett",250478,"27/09/2014","19 years 09 days","19","Premier League","27/01/2018","22","22","Championship",19,"first scrap players","Matt Targett","Success",250478,"spieler","Matt Targett","18/09/1995",30,"Eastleigh","1,83 m","England  Scotland","Defender - Left-Back","left",NA,"Middlesbrough","27/08/2025","31/05/2026",NA,16,937,117,"No",NA,3,8,"first scrap players transfer",250478,"Matt Targett",NA,"September 18, 1995 (Age: 30-068d)","Winchester, England, United Kingdom",178,"England eng","DF-MF (FB, left)","Left","2014-2015","18 years","Southampton",2014,"first scrap players fbref","No",NA,NA,NA,NA,NA,239,17863,8,12,6,"Matt Targett","No","Not found",NA,239,17863,8,"Defender - Left-Back","Defender",30,NA,NA,11
498,"Neil Taylor","wls WAL","DF,MF","Swansea City",26,1989-02-07,34,33,2947,32.7,0,1,1,0,0,0,4,0,0,0.03,0.03,0,0.03,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67416,"https://www.transfermarkt.com/neil-taylor/profil/spieler/67416","https://fbref.com/en/players/c2f9d19f/Neil-Taylor","Neil Taylor",67416,"20/08/2011","22 years 06 months 13 days","22","Premier League","21/08/2010","21","21","Championship",21,"first scrap players","Neil Taylor","Success",67416,"spieler","Neil Taylor","7/2/1989",36,"St Asaph","1,76 m","Wales  India","Defender - Left-Back","left",NA,"Middlesbrough","1/7/2022","-",NA,5,315,75,"Yes","1/7/2022",NA,4,"first scrap players transfer",67416,"Neil Taylor",NA,"7-Feb-89",NA,175,"Wales wls","DF-MF (FB, left)","Left","2007-2008","18 years","Wrexham",2007,"first scrap players fbref","Yes","Neil Taylor",34,2960,1,8,361,28752,3,15,4,"Neil Taylor","No","Not found",NA,395,31712,4,"Defender - Left-Back","Defender",36,2022-07-01,33,12
499,"Steven Taylor","eng ENG","DF","Newcastle Utd",29,1986-01-23,10,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17273,"https://www.transfermarkt.com/steven-taylor/profil/spieler/17273","https://fbref.com/en/players/9f9ba8ca/Steven-Taylor","Steven Taylor",17273,"28/03/2004","18 years 02 months 05 days","18","Premier League","8/8/2009","23","23","Championship",18,"first scrap players","Steven Taylor","Success",17273,"spieler","Steven Taylor","23/01/1986",39,"London","1,86 m","England","Defender - Centre-Back","right",NA,"Wellington","27/09/2021","-","Nike",9,755,118,"Yes","27/09/2021",NA,8,"first scrap players transfer",17273,"Steven Taylor",NA,"23-Jan-86",NA,188,"England eng","DF (CB)","Right","2003-2004","17 years","Wycombe",2003,"first scrap players fbref","No",NA,NA,NA,NA,NA,388,32399,23,19,8,"Steven Taylor","No","Not found",NA,388,32399,23,"Defender - Centre-Back","Defender",39,2021-09-27,35,17
500,"Dionatan Teixeira","br BRA","DF","Stoke City",23,1992-07-24,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107617,"https://www.transfermarkt.com/dionatan-teixeira/profil/spieler/107617","https://fbref.com/en/players/f7f09bee/Dionatan-Teixeira","Dionatan Teixeira",107617,"18/04/2009","16 years 08 months 25 days","16","Nike Liga","25/08/2012","20","20","MONACObet liga",16,"first scrap players","Dionatan Teixeira","Success",107617,"spieler","Dionatan Teixeira","24/07/1992",NA,"Londrina","1,93 m","Slovakia  Brazil","Defender - Centre-Back","left",NA,NA,NA,NA,NA,1,98,19,"No",NA,NA,1,"first scrap players transfer",107617,"Dionatan Teixeira",NA,"24-Jul-92",NA,193,"Brazil br  Other: Slovakia","DF (CB)","Left","2014-2015","22 years","Stoke City",2014,"first scrap players fbref","No",NA,NA,NA,NA,NA,10,770,0,2,2,"Dionatan Teixeira","Yes","05.11.2017",25,10,770,0,"Defender - Centre-Back","Defender",33,NA,NA,9
501,"John Terry","eng ENG","DF","Chelsea",34,1980-12-07,24,24,1986,22.1,1,0,1,1,0,0,4,2,0.05,0,0.05,0.05,0.05,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3160,"https://www.transfermarkt.com/john-terry/profil/spieler/3160","https://fbref.com/en/players/68517cfd/John-Terry","John Terry",3160,"26/12/1998","18 years 19 days","18","Premier League","8/4/2000","19","19","",18,"first scrap players","John Terry","Success",3160,"spieler","John Terry","7/12/1980",44,"Barking","1,87 m","England","Defender - Centre-Back","right",NA,"Aston Villa","1/7/2018","-",NA,13,330,80,"Yes","1/7/2018",NA,8,"first scrap players transfer",3160,"John Terry",NA,"7-Dec-80",NA,187,"England eng","DF (CB)","Right","1998-1999","17 years","Chelsea",1998,"first scrap players fbref","Yes","John Terry",45,4138,1,6,660,56774,56,20,2,"John Terry","No","Not found",NA,705,60912,57,"Defender - Centre-Back","Defender",45,2018-07-01,37,19
502,"Alexander Tettey","no NOR","MF","Norwich City",29,1986-04-04,23,23,1949,21.7,2,0,2,2,0,0,10,0,0.09,0,0.09,0.09,0.09,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12384,"https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384","https://fbref.com/en/players/75566759/Alexander-Tettey","Alexander Tettey",12384,"9/6/2004","18 years 02 months 05 days","18","Eliteserien","7/8/2005","19","19","OBOS-ligaen",18,"first scrap players","Alexander Tettey","Success",12384,"spieler","Alexander Tettey","4/4/1986",39,"Accra","1,81 m","Norway","Midfield - Defensive Midfield","right",NA,"Rosenborg","1/1/2022","-",NA,10,467,71,"Yes","1/1/2022",NA,6,"first scrap players transfer",12384,"Alexander Tettey",NA,"4-Apr-86",NA,180,"Norway no  Other: Ghana","MF (DM)","Right","2004","17 years","Rosenborg",NA,"first scrap players fbref","Yes","Alexander Tettey",24,1813,3,7,433,32323,20,22,3,"Alexander Tettey","No","Not found",NA,457,34136,23,"Midfield - Defensive Midfield","Midfield",39,2022-01-01,35,17
503,"Florian Thauvin","fr FRA","FW,MF","Newcastle Utd",22,1993-01-26,13,3,427,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184892,"https://www.transfermarkt.com/florian-thauvin/profil/spieler/184892","https://fbref.com/en/players/2b9fdeea/Florian-Thauvin","Florian Thauvin",184892,"11/8/2012","19 years 06 months 16 days","19","Ligue 1","11/3/2011","18","18","Ligue 2",18,"first scrap players","Florian Thauvin","Success",184892,"spieler","Florian Thauvin","26/01/1993",32,"Orléans","1,81 m","France","Attack - Right Winger","left",NA,"Lens","8/8/2025","30/06/2028","adidas",17,534,90,"No",NA,10,9,"first scrap players transfer",184892,"Florian Thauvin",NA,"January 26, 1993 (Age: 32-303d)","Orléans, France",179,"France","FW-MF (AM-WM, right)","Left","2010-2011","17 years","Grenoble",2010,"first scrap players fbref","Yes","Florian Thauvin",13,437,2,6,451,30232,122,16,7,"Florian Thauvin","No","Not found",NA,464,30669,124,"Attack - Right Winger","Attack",32,NA,NA,14
504,"Cheick Tioté","ci CIV","MF","Newcastle Utd",29,1986-06-21,20,16,1220,13.6,0,0,0,0,0,0,5,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33478,"https://www.transfermarkt.com/cheick-tiot/profil/spieler/33478","https://fbref.com/en/players/e1270968/Cheick-Tiote","Cheick Tioté",33478,"18/03/2006","19 years 08 months 25 days","19","Jupiler Pro League","11/3/2017","30","30","China League One",19,"first scrap players","Cheick Tioté","Success",33478,"spieler","Cheik Tioté","21/06/1986",NA,"Yamoussoukro","1,80 m","Cote d'Ivoire","Midfield - Defensive Midfield","right",NA,NA,NA,NA,NA,3,195,26,"No",NA,NA,2,"first scrap players transfer",33478,"Cheick Tioté",NA,"21-Jun-86",NA,180,"Côte d'Ivoire","MF (DM)","Right","2005-2006","19 years","Anderlecht",2005,"first scrap players fbref","Yes","Cheick Tioté",27,2262,1,5,255,18254,4,12,4,"Cheick Tioté","Yes","05.06.2017",30,282,20516,5,"Midfield - Defensive Midfield","Midfield",39,NA,NA,11
505,"Ola Toivonen","se SWE","FW,MF","Sunderland",29,1986-07-03,12,9,659,7.3,0,2,2,0,0,0,1,0,0,0.27,0.27,0,0.27,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36500,"https://www.transfermarkt.com/ola-toivonen/profil/spieler/36500","https://fbref.com/en/players/de4fe7a2/Ola-Toivonen","Ola Toivonen",36500,"1/4/2006","19 years 08 months 29 days","19","Allsvenskan","No second tier career","No second tier career","No second tier career","No second tier career",19,"first scrap players","Ola Toivonen","Success",36500,"spieler","Ola Toivonen","3/7/1986",39,"Degerfors","1,89 m","Sweden  Finland","Attack - Centre-Forward","right",NA,"Malmö","1/1/2023","-",NA,3,379,66,"Yes","1/1/2023",NA,3,"first scrap players transfer",36500,"Ola Toivonen",NA,"3-Jul-86",NA,190,"Sweden","FW-MF (AM)","Right","2006","19 years","Örgryte",NA,"first scrap players fbref","Yes","Ola Toivonen",44,2658,10,7,474,33054,155,19,7,"Ola Toivonen","No","Not found",NA,518,35712,165,"Attack - Centre-Forward","Attack",39,2023-01-01,36,17
506,"James Tomkins","eng ENG","DF,MF","West Ham",26,1989-03-29,25,23,1961,21.8,0,0,0,0,0,0,3,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61592,"https://www.transfermarkt.com/james-tomkins/profil/spieler/61592","https://fbref.com/en/players/e7ca0439/James-Tomkins","James Tomkins",61592,"22/03/2008","18 years 11 months 22 days","18","Premier League","29/11/2008","19","19","Championship",18,"first scrap players","James Tomkins","Success",61592,"spieler","James Tomkins","29/03/1989",36,"Basildon","1,92 m","England","Defender - Centre-Back","right",NA,"Crystal Palace","24/03/2025","-","adidas",12,783,80,"Yes","24/03/2025",NA,7,"first scrap players transfer",61592,"James Tomkins",NA,"29-Mar-89",NA,190,"England eng","DF-MF (CB-DM, right)","Right","2007-2008","18 years","West Ham",2007,"first scrap players fbref","No",NA,NA,NA,NA,NA,360,28931,19,17,3,"James Tomkins","No","Not found",NA,360,28931,19,"Defender - Centre-Back","Defender",36,2025-03-24,35,17
507,"Lee Tomlin","eng ENG","FW,MF","Bournemouth",26,1989-01-12,6,3,290,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104586,"https://www.transfermarkt.com/lee-tomlin/profil/spieler/104586","https://fbref.com/en/players/ef1739b9/Lee-Tomlin","Lee Tomlin",104586,"17/08/2015","26 years 07 months 05 days","26","Premier League","6/8/2011","22","22","Championship",22,"first scrap players","Lee Tomlin","Success",104586,"spieler","Lee Tomlin","12/1/1989",36,"Leicester","1,80 m","England","Attack - Second Striker","right",NA,"Harborough","1/7/2024","-",NA,3,47,10,"Yes","1/7/2024",NA,1,"first scrap players transfer",104586,"Lee Tomlin",NA,"12-Jan-89",NA,180,NA,"FW-MF (AM-WM)","Right","2005-2006","16 years","R&D",2005,"first scrap players fbref","No",NA,NA,NA,NA,NA,526,35463,104,18,9,"Lee Tomlin","No","Not found",NA,526,35463,104,"Attack - Second Striker","Attack",36,2024-07-01,35,13
508,"Fikayo Tomori","eng ENG","DF","Chelsea",17,1997-12-19,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303254,"https://www.transfermarkt.com/fikayo-tomori/profil/spieler/303254","https://fbref.com/en/players/7edfbb8a/Fikayo-Tomori","Fikayo Tomori",303254,"15/05/2016","18 years 04 months 26 days","18","Premier League","18/02/2017","19","19","Championship",18,"first scrap players","Fikayo Tomori","Success",303254,"spieler","Fikayo Tomori","19/12/1997",27,"Calgary, Alberta","1,85 m","England  Canada","Defender - Centre-Back","right",NA,"AC Milan","1/7/2021","30/06/2027","adidas",7,169,35,"No",NA,23,4,"first scrap players transfer",303254,"Fikayo Tomori",NA,"December 19, 1997 (Age: 27-341d)","Calgary, Alberta, Canada",185,"England eng  Other: Canada","DF (CB)","Right","2015-2016","17 years","Chelsea",2015,"first scrap players fbref","Yes","Fikayo Tomori",5,231,0,5,319,26162,11,11,5,"Fikayo Tomori","No","Not found",NA,324,26393,11,"Defender - Centre-Back","Defender",27,NA,NA,9
509,"Kevin Toner","ie IRL","DF","Aston Villa",19,1996-07-18,4,3,315,3.5,0,1,1,0,0,0,0,0,0,0.29,0.29,0,0.29,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265132,"https://www.transfermarkt.com/kevin-toner/profil/spieler/265132","https://fbref.com/en/players/e2910435/Kevin-Toner","Kevin Toner",265132,"23/04/2016","19 years 09 months 05 days","19","Premier League","No second tier career","No second tier career","No second tier career","No second tier career",19,"first scrap players","Kevin Toner","Success",265132,"spieler","Kevin Toner","18/07/1996",29,"Ashbourne","1,80 m","Ireland","Defender - Centre-Back","left",NA,"Minera","1/7/2025","30/06/2026",NA,0,0,0,"No",NA,21,0,"first scrap players transfer",265132,"Kevin Toner",NA,"July 18, 1996 (Age: 29-130d)","Ashbourne, Republic of Ireland",180,NA,"DF","Right","2015-2016","19 years","Aston Villa",2015,"first scrap players fbref","No",NA,NA,NA,NA,NA,72,5710,7,8,8,"Kevin Toner","No","Not found",NA,72,5710,7,"Defender - Centre-Back","Defender",29,NA,NA,10
510,"Ivan Toney","eng ENG","FW","Newcastle Utd",19,1996-03-16,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251664,"https://www.transfermarkt.com/ivan-toney/profil/spieler/251664","https://fbref.com/en/players/e09f279b/Ivan-Toney","Ivan Toney",251664,"26/09/2015","19 years 06 months 10 days","19","Premier League","12/9/2020","24","24","",19,"first scrap players","Ivan Toney","Success",251664,"spieler","Ivan Toney","16/03/1996",29,"Northampton","1,85 m","England  Jamaica","Attack - Centre-Forward","right",NA,"Al-Ahli","31/08/2024","30/06/2028",NA,1,61,8,"No",NA,17,1,"first scrap players transfer",251664,"Ivan Toney",NA,"March 16, 1996 (Age: 29-254d)","Northampton, England, United Kingdom",179,"England eng","FW","Right","2013-2014","17 years","Northampton",2013,"first scrap players fbref","Yes","Ivan Toney",7,164,1,4,420,30677,184,13,9,"Ivan Toney","No","Not found",NA,427,30841,185,"Attack - Centre-Forward","Attack",29,NA,NA,10
511,"Kolo Touré","ci CIV","DF","Liverpool",34,1981-03-19,14,9,858,9.5,1,0,1,1,0,0,1,0,0.1,0,0.1,0.1,0.1,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3202,"https://www.transfermarkt.com/kolo-tour/profil/spieler/3202","https://fbref.com/en/players/3301c9f4/Kolo-Toure","Kolo Touré",3202,"18/08/2002","21 years 04 months 30 days","21","Premier League","No second tier career","No second tier career","No second tier career","No second tier career",21,"first scrap players","Kolo Touré","Success",3202,"spieler","Kolo Touré","19/03/1981",44,"Bouaké","1,78 m","Cote d'Ivoire  England","Defender - Centre-Back","right",NA,"Celtic","10/8/2017","-","New Balance",10,160,30,"Yes","10/8/2017",NA,5,"first scrap players transfer",3202,"Kolo Touré",NA,"19-Mar-81",NA,183,"Côte d'Ivoire","DF (CB)","Right","2002-2003","21 years","Arsenal",2002,"first scrap players fbref","Yes","Kolo Touré",30,2654,1,6,453,35482,14,15,4,"Kolo Touré","No","Not found",NA,483,38136,15,"Defender - Centre-Back","Defender",44,2017-08-10,36,15
512,"Yaya Touré","ci CIV","MF","Manchester City",32,1983-05-13,32,28,2325,25.8,6,5,11,5,1,1,3,0,0.23,0.19,0.43,0.19,0.39,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13091,"https://www.transfermarkt.com/yaya-tour/profil/spieler/13091","https://fbref.com/en/players/c204f844/Yaya-Toure","Yaya Touré",13091,"11/8/2001","18 years 02 months 29 days","18","Jupiler Pro League","6/7/2019","36","36","China League One",18,"first scrap players","Yaya Touré","Success",13091,"spieler","Yaya Touré","13/05/1983",42,"Bouaké","1,88 m","Cote d'Ivoire  England","Midfield - Central Midfield","right",NA,"QD Huanghai","1/1/2020","-",NA,13,147,30,"Yes","1/1/2020",NA,4,"first scrap players transfer",13091,"Yaya Touré",NA,"13-May-83",NA,191,"Côte d'Ivoire","MF (CB-CM)","Right","2003-2004","20 years","Beveren",2003,"first scrap players fbref","Yes","Yaya Touré",37,3262,9,6,498,38916,89,16,6,"Yaya Touré","No","Not found",NA,535,42178,98,"Midfield - Central Midfield","Midfield",42,2020-01-01,36,18
513,"Andros Townsend","eng ENG","FW,MF","Tottenham",24,1991-07-16,3,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61842,"https://www.transfermarkt.com/andros-townsend/profil/spieler/61842","https://fbref.com/en/players/b28bbd58/Andros-Townsend","Andros Townsend",61842,"16/09/2012","21 years 02 months 00 days","21","Premier League","14/08/2010","19","19","Championship",19,"first scrap players","Andros Townsend","Success",61842,"spieler","Andros Townsend","16/07/1991",34,"London","1,81 m","England","Attack - Right Winger","left",NA,"Kanchanaburi FC","3/8/2025","30/06/2026","adidas",7,594,82,"No",NA,30,5,"first scrap players transfer",61842,"Andros Townsend",NA,"July 16, 1991 (Age: 34-132d)","Leytonstone, England, United Kingdom",183,"England eng","FW-MF (AM-WM, right)","Left","2008-2009","17 years","Yeovil Town",2008,"first scrap players fbref","Yes","Andros Townsend",11,401,3,4,459,29893,46,17,15,"Andros Townsend","No","Not found",NA,470,30294,49,"Attack - Right Winger","Attack",34,NA,NA,15
514,"Andros Townsend","eng ENG","FW,MF","Newcastle Utd",24,1991-07-16,13,12,1087,12.1,4,2,6,4,0,0,0,0,0.33,0.17,0.5,0.33,0.5,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61842,"https://www.transfermarkt.com/andros-townsend/profil/spieler/61842","https://fbref.com/en/players/b28bbd58/Andros-Townsend","Andros Townsend",61842,"16/09/2012","21 years 02 months 00 days","21","Premier League","14/08/2010","19","19","Championship",19,"first scrap players","Andros Townsend","Success",61842,"spieler","Andros Townsend","16/07/1991",34,"London","1,81 m","England","Attack - Right Winger","left",NA,"Kanchanaburi FC","3/8/2025","30/06/2026","adidas",7,594,82,"No",NA,30,5,"first scrap players transfer",61842,"Andros Townsend",NA,"July 16, 1991 (Age: 34-132d)","Leytonstone, England, United Kingdom",183,"England eng","FW-MF (AM-WM, right)","Left","2008-2009","17 years","Yeovil Town",2008,"first scrap players fbref","Yes","Andros Townsend",11,401,3,4,459,29893,46,17,15,"Andros Townsend","No","Not found",NA,470,30294,49,"Attack - Right Winger","Attack",34,NA,NA,15
515,"Adama Traoré","es ESP","FW,MF","Aston Villa",19,1996-01-25,10,0,193,2.1,0,1,1,0,0,0,1,0,0,0.47,0.47,0,0.47,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204103,"https://www.transfermarkt.com/adama-traor/profil/spieler/204103","https://fbref.com/en/players/9a28eba4/Adama-Traore","Adama Traoré",204103,"23/11/2013","17 years 09 months 29 days","17","LaLiga","6/10/2013","17","17","Segunda División",17,"first scrap players","Adama Traoré","Success",204103,"spieler","Adama Traoré","25/01/1996",29,"L'Hospitalet de Llobregat","1,78 m","Spain  Mali","Attack - Right Winger","right",NA,"Fulham","12/8/2023","30/06/2026",NA,15,368,61,"No",NA,11,7,"first scrap players transfer",204103,"Adama Traoré",NA,"January 25, 1996 (Age: 29-304d)","l'Hospitalet de Llobregat, Spain",178,"Spain es  Other: Mali","FW-MF (AM-WM, right)","Right","2013-2014","17 years","Barcelona",2013,"first scrap players fbref","Yes","Adama Traoré",8,275,0,4,426,23325,33,13,6,"Adama Traoré","No","Not found",NA,434,23600,33,"Attack - Right Winger","Attack",29,NA,NA,12
