club_name,transfermarkt_url,official_name,league,league_code,league_url,league_level,league_country,table_position,years_in_league,market_value,squad_size,average_age,foreigners,foreigners_pct,national_team_players,stadium,stadium_capacity,transfer_record,status
GuaireÃ±a,https://www.transfermarkt.com/guairena-fc/startseite/verein/63181,Guaireña FC,División Intermedia,PAR2,https://www.transfermarkt.com/division-intermedia/startseite/wettbewerb/PAR2,Second Tier,Paraguay,10,2 years,€325k,33,25.3,2,,0,Estadio Parque del Guairá,,,clubs4
GuaranÃ­,https://www.transfermarkt.com/club-guarani/startseite/verein/11855,Club Guaraní,Primera División Apertura,PR1A,https://www.transfermarkt.com/primera-division-apertura/startseite/wettbewerb/PR1A,First Tier,Paraguay,7,12 years,€16.75m,28,24.8,6,,2,Estadio Rogelio Livieres,,+€3.07m,clubs4
Club AtlÃ©tico Tembetary,https://www.transfermarkt.com/atletico-tembetary/startseite/verein/908,Atlético Tembetary,División Intermedia,PAR2,https://www.transfermarkt.com/division-intermedia/startseite/wettbewerb/PAR2,Second Tier,Paraguay,4,1 year,,28,26.8,2,,0,-,,,clubs4
Alicante,https://www.transfermarkt.com/cf-independiente-alicante/startseite/verein/69359,CF Independiente Alicante,,,,,,,,,7,24.2,2,,0,Ciudad Deportiva Antonio Solana,,,clubs4
JÃºbilo Iwata,https://www.transfermarkt.com/jubilo-iwata/startseite/verein/937,Júbilo Iwata,J2/J3 100 Year Vision League,J2J3,https://www.transfermarkt.com/j2-j3-100-year-vision-league/startseite/wettbewerb/J2J3,0,Japan,8,1 year,€12.05m,34,26.8,3,,0,Yamaha Stadium,,,clubs4
Caracas,https://www.transfermarkt.com/caracas-fc/startseite/verein/531,Caracas FC,Liga FUTVE Apertura,VZ1A,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/VZ1A,First Tier,Venezuela,10,3 years,€5.00m,25,24,3,,1,Estadio Olímpico de la Ciudad Universitaria,,+€1.15m,clubs4
Zamora,https://www.transfermarkt.com/zamora-fc/startseite/verein/18018,Zamora FC,Liga FUTVE Apertura,VZ1A,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/VZ1A,First Tier,Venezuela,9,3 years,€5.63m,37,26.9,7,,0,Estadio Agustín Tovar,,,clubs4
NÃ®mes,https://www.transfermarkt.com/sc-nimes/startseite/verein/63668,SC Nîmes,Ligue 1,FR1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1,First Tier,France,,,,0,0,,,0,Stade Jean Bouin,,,clubs4
Molde,https://www.transfermarkt.com/molde-fk/startseite/verein/687,Molde FK,Eliteserien,NO1,https://www.transfermarkt.com/eliteserien/startseite/wettbewerb/NO1,First Tier,Norway,4,19 years,€26.95m,28,24.9,10,,1,Aker Stadion,,,clubs4
Curico Unido,https://www.transfermarkt.com/cdp-curico-unido/startseite/verein/19027,Curicó Unido,Liga de Ascenso,CL2B,https://www.transfermarkt.com/primera-b/startseite/wettbewerb/CL2B,Second Tier,Chile,13,3 years,€4.25m,28,27.3,6,,0,La Granja,,+€525k,clubs4
Al-Khaleej,https://www.transfermarkt.com/al-khaleej/startseite/verein/6070,Al,Saudi Pro League,SA1,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1,First Tier,Saudi Arabia,11,4 years,€12.78m,27,30,9,,3,Prince Mohamed bin Fahd Stadium,,+€8.90m,clubs4
MÃ©rida AD,https://www.transfermarkt.com/merida-ad/startseite/verein/46854,Mérida AD,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,Spain,11,1 year,€4.15m,23,26.4,7,,0,Romano José Fouto,,,clubs4
Tigre,https://www.transfermarkt.com/club-atletico-tigre/startseite/verein/11831,Club Atlético Tigre,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,10,2 years,€37.23m,30,26.2,4,,0,José Dellagiovanna,,+€915k,clubs4
Evian,https://www.transfermarkt.com/us-evian-lugrin/startseite/verein/79789,US Evian Lugrin,,,,,,,,,0,0,,,0,-,,,clubs4
Maldonado,https://www.transfermarkt.com/cd-maldonado/startseite/verein/18075,Club Deportivo Maldonado,Liga AUF Intermedio,URUI,https://www.transfermarkt.com/torneo-intermedio/startseite/wettbewerb/URUI,First Tier,Uruguay,4,1 year,€7.01m,28,26.7,6,,0,Estadio Domingo Burgueño Miguel,,,clubs4
Aalen,https://www.transfermarkt.com/vfr-aalen/startseite/verein/83,VfR Aalen,Oberliga Baden-Württemberg,OBLB,https://www.transfermarkt.com/oberliga-baden-wurttemberg/startseite/wettbewerb/OBLB,Fifth Tier,Germany,1,2 years,€15k,24,25.9,3,,0,CENTUS Arena,,+€15k,clubs4
SorkhPooshan FC,https://www.transfermarkt.com/sorkhpooshan-qom/startseite/verein/96080,Sorkhpooshan Qom,,,,,,,,,3,27.8,0,,0,-,,,clubs4
HuracÃ¡n,https://www.transfermarkt.com/huracan-futbol-club/startseite/verein/34318,Huracán FC,Segunda División - Torneo Competencia,UR2T,https://www.transfermarkt.com/liga-de-ascenso-torneo-competencia/startseite/wettbewerb/UR2T,Second Tier,Uruguay,2,1 year,€1.18m,29,26.8,3,,0,-,,,clubs4
Avellino,https://www.transfermarkt.com/us-avellino-1912/startseite/verein/2331,US Avellino 1912,Serie B,IT2,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2,Second Tier,Italy,8,1 year,€20.48m,30,27.7,5,,1,Partenio-Adriano Lombardi,,,clubs4
CearÃ¡,https://www.transfermarkt.com/ceara-sporting-club-u20/startseite/verein/17892,Ceará SC U20,CBF Brasileiro U20,CB20,https://www.transfermarkt.com/cbf-brasileiro-u20/startseite/wettbewerb/CB20,0,Brazil,,,,43,19.1,0,,0,-,,,clubs4
Sedan,https://www.transfermarkt.com/krupki-drsu-164/startseite/verein/90666,Sedan Krupki,,,,,,,,,11,25.7,0,,0,Lebortovo,,,clubs4
Al-Qadsiah,https://www.transfermarkt.com/al-qadisiyah-fc/startseite/verein/26069,Al,Saudi Pro League,SA1,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1,First Tier,Saudi Arabia,4,2 years,€118.08m,23,28.4,10,,12,Prince Mohamed bin Fahd Stadium,,,clubs4
Morton,https://www.transfermarkt.com/greenock-morton-fc/startseite/verein/3026,Greenock Morton FC,Scottish Championship,SC2,https://www.transfermarkt.com/scottish-championship/startseite/wettbewerb/SC2,Second Tier,Scotland,8,11 years,€2.18m,24,26.4,7,,0,Cappielow Park,,,clubs4
Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417,OGC Nice,Ligue 1,FR1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1,First Tier,France,16,24 years,€169.10m,29,25.8,18,,12,Allianz Riviera,,+€72.82m,clubs4
La LouviÃ¨re,https://www.transfermarkt.com/raal-la-louviere/startseite/verein/3901,RAAL La Louvière,Jupiler Pro League,BE1,https://www.transfermarkt.com/jupiler-pro-league/startseite/wettbewerb/BE1,First Tier,Belgium,15,1 year,€16.10m,25,25.2,19,,5,Easi Arena,,,clubs4
Catania,https://www.transfermarkt.com/catania-calcio/startseite/verein/1627,Catania FC,Serie C - Girone C,IT3C,https://www.transfermarkt.com/serie-c-girone-c/startseite/wettbewerb/IT3C,Third Tier,Italy,2,3 years,€8.68m,30,29.2,5,,0,Cibali - Angelo Massimino,,,clubs4
BolÃ­var,https://www.transfermarkt.com/bolivar-sc/startseite/verein/93377,Bolívar SC,Liga FUTVE 2,VN2A,https://www.transfermarkt.com/segunda-division-de-venezuela-apertura/startseite/wettbewerb/VN2A,Second Tier,Venezuela,4,4 years,€1.39m,34,24.9,1,,0,CTE Cachamay,,,clubs4
Monza,https://www.transfermarkt.com/ac-monza/startseite/verein/2919,AC Monza,Serie B,IT2,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2,Second Tier,Italy,3,1 year,€46.25m,28,26.9,12,,2,Brianteo,,+€9.90m,clubs4
Sarmiento,https://www.transfermarkt.com/club-atletico-sarmiento-junin-/startseite/verein/12454,CA Sarmiento (Junin),Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,11,2 years,€13.03m,33,27,7,,0,Eva Perón,,+€853k,clubs4
Cerro,https://www.transfermarkt.com/cerro-largo-fc/startseite/verein/20189,Cerro Largo FC,Liga AUF Intermedio,URUI,https://www.transfermarkt.com/torneo-intermedio/startseite/wettbewerb/URUI,First Tier,Uruguay,3,3 years,€5.78m,30,25.4,6,,0,Estadio Arquitecto Antonio Eleuterio Ubilla,,+€863k,clubs4
Talavera,https://www.transfermarkt.com/cf-talavera-de-la-reina/startseite/verein/47421,CF Talavera de la Reina,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,Spain,18,1 year,€3.35m,21,27.1,3,,0,El Prado,,,clubs4
Naval,https://www.transfermarkt.com/naval-de-talcahuano/startseite/verein/19649,Naval de Talcahuano,Primera B Apertura,CHL2,https://www.transfermarkt.com/primera-b-apertura/startseite/wettbewerb/CHL2,Second Tier,Chile,,,,32,25.1,0,,0,El Morro,,,clubs4
Jong PSV,https://www.transfermarkt.com/psv-eindhoven-ii/startseite/verein/9715,PSV Eindhoven U21,Keuken Kampioen Divisie,NL2,https://www.transfermarkt.com/keuken-kampioen-divisie/startseite/wettbewerb/NL2,Second Tier,Netherlands,7,13 years,€9.30m,23,19.5,8,,0,"TenCate Stadion ""De Herdgang""",,,clubs4
EyÃ¼pspor,https://www.transfermarkt.com/eyupspor/startseite/verein/7160,Eyüpspor,Süper Lig,TR1,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1,First Tier,Turkey,13,2 years,€13.45m,27,24.7,14,,0,Recep Tayyip Erdoğan Stadyumu,,+€6.35m,clubs4
Foolad,https://www.transfermarkt.com/foolad-fc/startseite/verein/6076,Foolad FC,Persian Gulf Pro League,IRN1,https://www.transfermarkt.com/persian-gulf-pro-league/startseite/wettbewerb/IRN1,First Tier,Iran,7,18 years,€7.03m,30,29,2,,2,Foolad Arena,,,clubs4
Litex Lovech,https://www.transfermarkt.com/pfc-litex-lovech-u19/startseite/verein/16034,Lovech U19,,,,,,,,,0,0,,,0,-,,,clubs4
CriciÃºma,https://www.transfermarkt.com/criciuma-esporte-clube/startseite/verein/7178,Criciúma EC,Campeonato Brasileiro Série B,BRA2,https://www.transfermarkt.com/campeonato-brasileiro-serie-b/startseite/wettbewerb/BRA2,Second Tier,Brazil,7,2 years,€11.98m,32,28.5,2,,0,Estádio Heriberto Hülse,,,clubs4
DÃ¼sseldorf,https://www.transfermarkt.com/fortuna-dusseldorf/startseite/verein/38,Fortuna Düsseldorf,2. Bundesliga,L2,https://www.transfermarkt.com/2-bundesliga/startseite/wettbewerb/L2,Second Tier,Germany,15,6 years,€33.63m,31,25.5,13,,5,MERKUR SPIEL-ARENA,,+€5.18m,clubs4
GoiÃ¡s,https://www.transfermarkt.com/goias-ec/startseite/verein/3197,Goiás EC,Campeonato Brasileiro Série B,BRA2,https://www.transfermarkt.com/campeonato-brasileiro-serie-b/startseite/wettbewerb/BRA2,Second Tier,Brazil,11,3 years,€13.75m,28,28.5,1,,0,Estádio de Hailé Pinheiro,,+€610k,clubs4
Estrela,https://www.transfermarkt.com/cf-estrela-amadora-sad/startseite/verein/2431,CF Estrela Amadora,Liga Portugal,PO1,https://www.transfermarkt.com/liga-nos/startseite/wettbewerb/PO1,First Tier,Portugal,15,3 years,€21.00m,31,25.2,26,,4,Estádio José Gomes,,+€5.83m,clubs4
San Martin,https://www.transfermarkt.com/san-martin-de-mendoza/startseite/verein/8413,AC San Martín (Mendoza),Torneo Federal A,ARG3,https://www.transfermarkt.com/torneo-federal-a/startseite/wettbewerb/ARG3,Third Tier,Argentina,9,4 years,,29,25.7,1,,0,Libertador General San Martín,,,clubs4
Henan,https://www.transfermarkt.com/henan-songshan-longmen/startseite/verein/9982,Henan FC,Chinese Super League,CSL,https://www.transfermarkt.com/chinese-super-league/startseite/wettbewerb/CSL,First Tier,China,12,13 years,€6.90m,33,27.3,6,,2,Zhengzhou Hanghai Stadium,,,clubs4
Brann,https://www.transfermarkt.com/sk-brann/startseite/verein/1100,SK Brann,Eliteserien,NO1,https://www.transfermarkt.com/eliteserien/startseite/wettbewerb/NO1,First Tier,Norway,8,4 years,€26.95m,29,25.5,11,,6,Brann Stadion,,+€9.79m,clubs4
Ã–rebro,https://www.transfermarkt.com/orebro-sk/startseite/verein/1056,Örebro SK,Superettan,SE2,https://www.transfermarkt.com/superettan/startseite/wettbewerb/SE2,Second Tier,Sweden,4,5 years,€3.80m,23,24.1,8,,1,Behrn Arena,,+€590k,clubs4
OrlÃ©ans,https://www.transfermarkt.com/us-orleans/startseite/verein/10868,US Orléans,Championnat National,FR3,https://www.transfermarkt.com/championnat-national/startseite/wettbewerb/FR3,Third Tier,France,6,6 years,€5.05m,22,27.2,5,,1,Stade de la Source,,,clubs4
HyÃ¨res FC,https://www.transfermarkt.com/hyeres-fc-u19/startseite/verein/123661,Hyères FC U19,,,,,,,,,18,18.1,0,,0,-,,,clubs4
FC Baltika Kaliningrad,https://www.transfermarkt.com/baltika-kaliningrad/startseite/verein/2741,Baltika Kaliningrad,Premier Liga,RU1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/RU1,First Tier,Russia,6,1 year,€29.75m,28,25.7,11,,6,Rostec Arena,,+€978k,clubs4
Barnet,https://www.transfermarkt.com/fc-barnet/startseite/verein/2804,Barnet FC,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,8,1 year,€4.40m,28,26.7,8,,2,The Hive Stadium,,,clubs4
Moss,https://www.transfermarkt.com/moss-fk/startseite/verein/2961,Moss FK,OBOS-ligaen,NO2,https://www.transfermarkt.com/obos-ligaen/startseite/wettbewerb/NO2,Second Tier,Norway,7,4 years,€3.68m,24,23.1,7,,0,Melløs stadion,,+€1.45m,clubs4
MK Dons,https://www.transfermarkt.com/milton-keynes-dons/startseite/verein/991,Milton Keynes Dons,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,2,3 years,€9.48m,28,28.5,10,,1,Stadium mk,,,clubs4
V. Francavilla,https://www.transfermarkt.com/virtus-francavilla-calcio/startseite/verein/49939,Virtus Francavilla Calcio,Serie D - Girone H,IT4H,https://www.transfermarkt.com/serie-d-girone-h/startseite/wettbewerb/IT4H,Fourth Tier,Italy,9,2 years,€1.45m,24,25.4,9,,0,Giovanni Paolo II - Nuovarredo Arena,,,clubs4
SJK,https://www.transfermarkt.com/sjk-seinajoki/startseite/verein/23777,SJK Seinäjoki,Veikkausliiga,FI1,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1,First Tier,Finland,10,13 years,€3.90m,28,22.1,12,,5,OmaSp Stadion,,+€150k,clubs4
Darlington,https://www.transfermarkt.com/fc-darlington/startseite/verein/37486,Darlington FC,National League North,NLN6,https://www.transfermarkt.com/national-league-north/startseite/wettbewerb/NLN6,Sixth Tier,England,9,10 years,,26,26.5,6,,0,Blackwell Meadows,,,clubs4
Wealdstone,https://www.transfermarkt.com/fc-wealdstone/startseite/verein/4117,Wealdstone FC,National League,CNAT,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT,Fifth Tier,England,15,6 years,€550k,25,25.7,8,,1,The Freebets.co.uk Stadium,,,clubs4
Preston,https://www.transfermarkt.com/preston-lions-fc/startseite/verein/12991,Preston Lions FC,National Premier League - Victoria,A2VI,https://www.transfermarkt.com/national-premier-league-victoria/startseite/wettbewerb/A2VI,Second Tier,Australia,7,2 years,,28,25.8,6,,1,BT Connor Reserve,,,clubs4
Bury,https://www.transfermarkt.com/fc-bury/startseite/verein/2413,Bury FC,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,,,,26,27,4,,0,Gigg Lane,,,clubs4
Angers,https://www.transfermarkt.com/sco-angers/startseite/verein/1420,Angers SCO,Ligue 1,FR1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1,First Tier,France,13,2 years,€72.70m,24,25.9,14,,6,Stade Raymond-Kopa,,+€20.25m,clubs4
Catanzaro,https://www.transfermarkt.com/us-catanzaro/startseite/verein/4097,US Catanzaro,Serie B,IT2,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2,Second Tier,Italy,5,3 years,€39.00m,30,25.5,6,,0,Nicola Ceravolo,,+€6.37m,clubs4
Messina,https://www.transfermarkt.com/fc-messina/startseite/verein/38995,FC Messina,Serie D - I,IT4I,https://www.transfermarkt.com/serie-d-girone-i/startseite/wettbewerb/IT4I,Fourth Tier,Italy,,,,0,0,,,0,Giovanni Celeste,,,clubs4
Ascoli,https://www.transfermarkt.com/ascoli-calcio/startseite/verein/408,Ascoli Calcio,Serie C - Girone B,IT3B,https://www.transfermarkt.com/serie-c-girone-b/startseite/wettbewerb/IT3B,Third Tier,Italy,2,2 years,€6.55m,25,26.4,4,,0,Cino e Lillo Del Duca,,,clubs4
Charlotte,https://www.transfermarkt.com/charlotte-fc/startseite/verein/78435,Charlotte FC,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,United States,9,5 years,€43.50m,29,26.4,17,,7,Bank of America Stadium,,+€8.97m,clubs4
Buxton,https://www.transfermarkt.com/buxton-fc/startseite/verein/10895,Buxton FC,National League North,NLN6,https://www.transfermarkt.com/national-league-north/startseite/wettbewerb/NLN6,Sixth Tier,England,5,4 years,,29,23.3,3,,1,Tarmac Silverlands Stadium,,,clubs4
Viking,https://www.transfermarkt.com/viking-stavanger/startseite/verein/239,Viking FK,Eliteserien,NO1,https://www.transfermarkt.com/eliteserien/startseite/wettbewerb/NO1,First Tier,Norway,1,8 years,€33.18m,25,25.7,7,,2,Lyse Arena,,,clubs4
Bromley,https://www.transfermarkt.com/fc-bromley/startseite/verein/8981,Bromley FC,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,1,2 years,€4.23m,24,27.7,5,,0,CopperJax Community Stadium,,,clubs4
Arda,https://www.transfermarkt.com/pfc-arda-kardzhali/startseite/verein/40604,Arda Kardzhali,efbet Liga,BU1,https://www.transfermarkt.com/efbet-liga/startseite/wettbewerb/BU1,First Tier,Bulgaria,7,7 years,€11.95m,22,28.7,8,,4,Arena Arda,,+€1.95m,clubs4
Queen's Park FC,https://www.transfermarkt.com/queens-park-fc/startseite/verein/3031,Queen's Park FC,Scottish Championship,SC2,https://www.transfermarkt.com/scottish-championship/startseite/wettbewerb/SC2,Second Tier,Scotland,6,4 years,€2.49m,24,25.8,6,,0,Hampden Park,,,clubs4
Livingston,https://www.transfermarkt.com/livingston-fc/startseite/verein/1241,Livingston FC,Scottish Premiership,SC1,https://www.transfermarkt.com/scottish-premiership/startseite/wettbewerb/SC1,First Tier,Scotland,12,1 year,€4.75m,28,29.4,15,,2,Home of the Set Fare Arena,,+€15k,clubs4
Lugano,https://www.transfermarkt.com/fc-lugano/startseite/verein/2790,FC Lugano,Super League,C1,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1,First Tier,Switzerland,3,11 years,€45.13m,28,26.1,18,,4,Stadio di Cornaredo,,+€3.71m,clubs4
Thun,https://www.transfermarkt.com/fc-thun/startseite/verein/938,FC Thun,Super League,C1,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1,First Tier,Switzerland,1,1 year,€22.43m,27,25.7,7,,2,Visana Stadion,,,clubs4
LASK,https://www.transfermarkt.com/lask/startseite/verein/413,LASK,Bundesliga,A1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/A1,First Tier,Austria,1,9 years,€33.28m,26,24.5,17,,4,Raiffeisen Arena,,+€2.09m,clubs4
CrÃ©teil,https://www.transfermarkt.com/us-creteil-lusitanos/startseite/verein/2067,US Créteil,Championnat National 2 - Groupe C,CN2C,https://www.transfermarkt.com/championnat-national-2-groupe-c/startseite/wettbewerb/CN2C,Fourth Tier,France,8,2 years,€525k,30,28.2,9,,2,Stade Dominique-Duvauchelle,,,clubs4
Ind. Rivadavia,https://www.transfermarkt.com/independiente-rivadavia/startseite/verein/12179,CS Independiente Rivadavia,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,1,2 years,€33.08m,29,26.6,5,,1,Bautista Gargantini,,,clubs4
Sochi,https://www.transfermarkt.com/fk-sochi/startseite/verein/41231,FC Sochi,Premier Liga,RU1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/RU1,First Tier,Russia,16,1 year,€27.68m,28,26.9,6,,1,Fisht Olympic Stadium,,,clubs4
Barrow,https://www.transfermarkt.com/afc-barrow/startseite/verein/6168,Barrow AFC,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,24,6 years,€3.35m,29,27.7,8,,0,SO Legal Stadium,,,clubs4
Mantova,https://www.transfermarkt.com/mantova-1911/startseite/verein/2581,Mantova 1911,Serie B,IT2,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2,Second Tier,Italy,11,2 years,€26.78m,30,25.7,9,,0,Danilo Martelli,,+€1.20m,clubs4
TromsÃ¸,https://www.transfermarkt.com/tromso-il/startseite/verein/1293,Tromsø IL,Eliteserien,NO1,https://www.transfermarkt.com/eliteserien/startseite/wettbewerb/NO1,First Tier,Norway,2,6 years,€25.15m,23,24.3,6,,3,Romssa Arena,,,clubs4
King's Lynn,https://www.transfermarkt.com/kings-lynn-town/startseite/verein/38899,King's Lynn Town,National League North,NLN6,https://www.transfermarkt.com/national-league-north/startseite/wettbewerb/NLN6,Sixth Tier,England,19,4 years,,27,26.6,10,,0,The Walks,,,clubs4
TB Rowdies,https://www.transfermarkt.com/tampa-bay-rowdies/startseite/verein/23565,Tampa Bay Rowdies,USL Championship,USL,https://www.transfermarkt.com/usl-championship/startseite/wettbewerb/USL,Second Tier,United States,1,10 years,€4.48m,27,26.7,12,,1,Al Lang Stadium,,,clubs4
CumbayÃ¡,https://www.transfermarkt.com/cumbaya-fc/startseite/verein/41301,Cumbayá FC,Liga Pro Serie B,EC2L,https://www.transfermarkt.com/liga-pro-serie-b/startseite/wettbewerb/EC2L,Second Tier,Ecuador,8,2 years,€1.79m,28,25.4,7,,0,Estadio Olímpico Guillermo Albornoz,,,clubs4
St Patrick's,https://www.transfermarkt.com/st-patricks-former-pupils-fc/startseite/verein/32751,St Patrick's Former Pupils FC,,,,,,,,,2,22.3,0,,0,-,,,clubs4
Emmen,https://www.transfermarkt.com/fc-emmen/startseite/verein/1283,FC Emmen,Keuken Kampioen Divisie,NL2,https://www.transfermarkt.com/keuken-kampioen-divisie/startseite/wettbewerb/NL2,Second Tier,Netherlands,14,3 years,€7.50m,31,23.3,16,,1,De Oude Meerdijk,,,clubs4
Yamaga,https://www.transfermarkt.com/matsumoto-yamaga/startseite/verein/25765,Matsumoto Yamaga,J2/J3 100 Year Vision League,J2J3,https://www.transfermarkt.com/j2-j3-100-year-vision-league/startseite/wettbewerb/J2J3,0,Japan,7,1 year,€1.23m,29,25.4,2,,0,SUNPRO Alwin Stadium,,,clubs4
US Reggina,https://www.transfermarkt.com/reggina-1914/startseite/verein/1386,Reggina 1914,Serie D - Girone I,IT4I,https://www.transfermarkt.com/serie-d-girone-i/startseite/wettbewerb/IT4I,Fourth Tier,Italy,3,3 years,€1.48m,32,25.5,7,,0,Oreste Granillo,,,clubs4
VPS,https://www.transfermarkt.com/vps-kramatorsk-1998-/startseite/verein/117181,VPS Kramatorsk (,,,,,,,,,0,0,,,0,-,,,clubs4
PuskÃ¡s,https://www.transfermarkt.com/puskas-akademia-fc/startseite/verein/37169,Puskás Akadémia FC,Nemzeti Bajnokság,UNG1,https://www.transfermarkt.com/nemzeti-bajnoksag/startseite/wettbewerb/UNG1,First Tier,Hungary,6,9 years,€12.38m,25,26.9,10,,6,Pancho Aréna,,+€1.33m,clubs4
Tours,https://www.transfermarkt.com/fc-tours-u19/startseite/verein/16037,Tours FC U19,National U19 - Grp. C,F19C,https://www.transfermarkt.com/championnat-national-u19-groupe-c/startseite/wettbewerb/F19C,0,France,,,,10,19.1,0,,0,Complexe de la Vallée du Cher,,,clubs4
CSA,https://www.transfermarkt.com/csa-steaua/startseite/verein/61687,CSA Steaua,Liga 2,RO2,https://www.transfermarkt.com/liga-2/startseite/wettbewerb/RO2,Second Tier,Romania,6,5 years,€3.61m,26,26,4,,0,Steaua,,+€75k,clubs4
Guarani,https://www.transfermarkt.com/club-guarani/startseite/verein/11855,Club Guaraní,Primera División Apertura,PR1A,https://www.transfermarkt.com/primera-division-apertura/startseite/wettbewerb/PR1A,First Tier,Paraguay,7,12 years,€16.75m,28,24.8,6,,2,Estadio Rogelio Livieres,,+€3.07m,clubs4
Tosno,https://www.transfermarkt.com/fk-atlant-tosno/startseite/verein/72129,FC Tosno,,,,,,,,,14,22.5,0,,0,-,,,clubs4
Ural,https://www.transfermarkt.com/ural-ekaterinburg/startseite/verein/11127,Ural Yekaterinburg,1.Division,RU2,https://www.transfermarkt.com/1-division/startseite/wettbewerb/RU2,Second Tier,Russia,3,2 years,€13.45m,27,27.6,9,,2,Yekaterinburg Arena,,+€3.00m,clubs4
Jong AZ,https://www.transfermarkt.com/az-alkmaar-ii/startseite/verein/11368,AZ Alkmaar U21,Keuken Kampioen Divisie,NL2,https://www.transfermarkt.com/keuken-kampioen-divisie/startseite/wettbewerb/NL2,Second Tier,Netherlands,17,9 years,€11.35m,31,20.3,7,,1,"Sportpark ""De Kalverhoek"" (AFAS Trainingscomplex)",,,clubs4
NY Red Bulls II,https://www.transfermarkt.com/new-york-red-bulls-ii/startseite/verein/39815,Red Bull New York II,MLS Next Pro,MNP3,https://www.transfermarkt.com/mls-next-pro/startseite/wettbewerb/MNP3,Third Tier,United States,2,4 years,€7.00m,34,19.8,21,,3,MSU Soccer Park at Pittser Field,,,clubs4
Marinos,https://www.transfermarkt.com/yokohama-f-marinos/startseite/verein/3828,Yokohama F. Marinos,J1 100 Year Vision League,J1YV,https://www.transfermarkt.com/j1-100-year-vision-league/startseite/wettbewerb/J1YV,0,Japan,9,1 year,€14.43m,35,26.5,6,,0,NISSAN Stadium,,+€3.16m,clubs4
Saturn,https://www.transfermarkt.com/saturn-ramenskoe/startseite/verein/2737,Saturn Ramenskoe,2. Division B,2DVB,https://www.transfermarkt.com/2-division-b/startseite/wettbewerb/2DVB,Fourth Tier,Russia,6,3 years,€75k,24,22.8,1,,0,Saturn,,+€24k,clubs4
Brighton,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237,Brighton & Hove Albion,Premier League,GB1,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1,First Tier,England,7,9 years,€494.00m,26,27.7,19,,15,AMEX Stadium,,+€63.15m,clubs5
Newell's OB,https://www.transfermarkt.mx/ca-newells-old-boys/startseite/verein/1286,CA Newell's Old Boys,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,,,,,,,,,,,,clubs5
Reus,https://www.transfermarkt.com/reus-fc-reddis/startseite/verein/83848,Reus FC Reddis,Segunda Federación - Grupo III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,Fourth Tier,Spain,4,1 year,€1.65m,23,27.5,2,,0,Municipal de Reus,,+€70k,clubs5
